id,Amikacin,Capreomycin,Ciprofloxacin,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Moxifloxacin,Ofloxacin,Prothionamide,Pyrazinamide,Rifampicin,Streptomycin
ERR036235,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036236,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036238,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036239,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036240,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036241,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036242,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036243,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036245,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036246,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036247,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036248,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR036249,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR037468,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037470,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037471,,,,,,0.0,,,,,,0.0,
ERR037472,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037473,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037474,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037475,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR037476,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037477,,,,,,0.0,,,,,0.0,0.0,0.0
ERR037479,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037480,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037481,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037482,,,,0.0,,0.0,,,,,0.0,0.0,1.0
ERR037483,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037484,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037485,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037486,,,,0.0,,1.0,,,,,1.0,1.0,1.0
ERR037487,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037488,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037489,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037490,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037491,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR037492,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037493,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037494,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037495,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037496,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037497,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037498,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037499,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037500,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037502,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037503,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037504,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037505,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037506,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037507,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037508,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037509,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037510,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037511,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037512,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037513,,,,,,0.0,,,,,,0.0,
ERR037515,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037516,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037517,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037518,,,,0.0,,1.0,,,,,0.0,0.0,1.0
ERR037519,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037520,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037521,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR037522,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR037523,,,,,,0.0,,,,,,0.0,
ERR037524,,,,,,0.0,,,,,,0.0,
ERR037525,,,,,,0.0,,,,,,0.0,
ERR037527,,,,,,0.0,,,,,,0.0,
ERR037528,,,,,,0.0,,,,,,0.0,
ERR037530,,,,,,0.0,,,,,,0.0,
ERR037531,,,,,,0.0,,,,,,0.0,
ERR037532,,,,,,0.0,,,,,,0.0,
ERR037533,,,,,,0.0,,,,,,0.0,
ERR037534,,,,,,0.0,,,,,,0.0,
ERR037535,,,,,,0.0,,,,,,0.0,
ERR037536,,,,,,0.0,,,,,0.0,0.0,
ERR037538,,,,,,0.0,,,,,,0.0,
ERR037539,,,,,,0.0,,,,,,0.0,
ERR037540,,,,,,0.0,,,,,,0.0,
ERR037541,,,,,,0.0,,,,,,0.0,
ERR037542,,,,,,0.0,,,,,,0.0,
ERR037543,,,,,,0.0,,,,,,0.0,
ERR037544,,,,,,0.0,,,,,,0.0,
ERR037545,,,,,,0.0,,,,,,0.0,
ERR037546,,,,,,0.0,,,,,,0.0,
ERR037547,,,,,,0.0,,,,,,0.0,
ERR037548,,,,,,0.0,,,,,,0.0,
ERR037549,,,,,,0.0,,,,,,0.0,
ERR037550,,,,,,0.0,,,,,,0.0,
ERR037551,,,,,,0.0,,,,,,0.0,
ERR037553,,,,,,0.0,,,,,,0.0,
ERR037554,,,,,,0.0,,,,,,0.0,
ERR037555,,,,,,0.0,,,,,,0.0,
ERR038736,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR038740,,,,1.0,,1.0,,,0.0,,1.0,1.0,0.0
ERR038741,,,,1.0,,1.0,,,1.0,,1.0,1.0,0.0
ERR038742,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR038743,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR038744,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR038745,,,,1.0,,1.0,,,0.0,,1.0,1.0,0.0
ERR038746,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR038747,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR038748,,,,1.0,,1.0,,,0.0,,1.0,1.0,0.0
ERR038749,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR038750,,,,1.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR038751,,,,0.0,,1.0,,,0.0,,0.0,0.0,1.0
ERR038752,,,,0.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR038753,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR038754,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR038755,,,,0.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR040112,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR040114,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR040115,,,,1.0,,1.0,,,,,1.0,1.0,1.0
ERR040118,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR040119,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR040120,,,,1.0,,1.0,,,,,1.0,1.0,1.0
ERR040121,,,,0.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR040122,,,,0.0,,1.0,,,,,1.0,1.0,0.0
ERR040123,,,,1.0,,1.0,,,0.0,,1.0,1.0,0.0
ERR040124,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR040125,,,,1.0,,1.0,,,0.0,,1.0,1.0,0.0
ERR040126,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR040127,,,,1.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR040128,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR040129,,,,1.0,,1.0,,,0.0,,0.0,0.0,0.0
ERR040131,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR040132,,,,0.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR040133,,,,1.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR040134,,,,0.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR040135,,,,1.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR040136,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR040137,,,,1.0,,1.0,,,0.0,,1.0,1.0,1.0
ERR040138,,,,0.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR040140,,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0
ERR040141,,,,1.0,,1.0,,,0.0,,0.0,1.0,1.0
ERR040142,,,,1.0,,1.0,,,0.0,,0.0,1.0,0.0
ERR1034576,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0
ERR1034577,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0
ERR1034578,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0
ERR1034579,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0
ERR1034580,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0
ERR1034581,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034582,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034583,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034584,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034585,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034586,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034587,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034588,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034589,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034590,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034591,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034593,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034594,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034595,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034596,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034597,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034599,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034600,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034601,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034602,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034603,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034605,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034606,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034607,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034608,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034609,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034610,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034612,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034613,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034614,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034615,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034616,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034617,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034618,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR1034619,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR1034620,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR1034621,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR1034622,,,,0.0,,0.0,,,,,0.0,0.0,1.0
ERR1034624,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR1034626,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR1034627,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR1034628,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR1034631,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR1034635,,,,0.0,,0.0,,,,,0.0,0.0,0.0
ERR1034636,,,,0.0,,1.0,,,,,0.0,0.0,0.0
ERR1034649,,,,,,1.0,,,,,,1.0,0.0
ERR1034650,,,,,,1.0,,,,,,1.0,0.0
ERR1034651,,,,,,1.0,,,,,,1.0,0.0
ERR1034668,,,,1.0,,1.0,,,,,,1.0,1.0
ERR1034669,,,,1.0,,1.0,,,,,,1.0,1.0
ERR1034670,0.0,,,1.0,,1.0,,,0.0,,,1.0,1.0
ERR1034671,0.0,,,0.0,,1.0,,,0.0,,,1.0,1.0
ERR1034672,0.0,,,1.0,,1.0,,,0.0,,,1.0,0.0
ERR1034673,,,,1.0,,1.0,,,,,,1.0,0.0
ERR1034674,0.0,,,0.0,,1.0,,,0.0,,,1.0,1.0
ERR1034675,0.0,,,0.0,,1.0,,,0.0,,,1.0,1.0
ERR1034676,0.0,,,1.0,,1.0,,,0.0,,,1.0,1.0
ERR1034677,0.0,,,0.0,,1.0,,,0.0,,,1.0,1.0
ERR1034678,0.0,,,0.0,,1.0,,,1.0,,,1.0,1.0
ERR1034679,0.0,,,0.0,,1.0,,,0.0,,,1.0,1.0
ERR1034680,0.0,,,1.0,,1.0,,,0.0,,,1.0,1.0
ERR1034681,0.0,,,,,1.0,,,0.0,,,1.0,
ERR1034682,0.0,,,0.0,,1.0,,,0.0,,,1.0,0.0
ERR1034683,1.0,,,0.0,,1.0,,,0.0,,,1.0,1.0
ERR1034684,0.0,,,0.0,,1.0,,,0.0,,,1.0,1.0
ERR1034685,,,,1.0,,1.0,,,,,,1.0,
ERR1034688,,,,0.0,,0.0,,,,,,0.0,
ERR1034690,,,,0.0,,1.0,,,,,,1.0,
ERR1034716,,,,,,1.0,,,,,0.0,1.0,
ERR1034717,,,,,,1.0,,,,,1.0,1.0,
ERR1034718,,,,,,0.0,,,,,1.0,0.0,
ERR1034721,,,,,,0.0,,,,,1.0,0.0,
ERR1034723,,0.0,0.0,0.0,,1.0,,,,,1.0,0.0,0.0
ERR1034724,,0.0,0.0,0.0,,1.0,,,,,,1.0,0.0
ERR1034725,,0.0,0.0,1.0,,1.0,,,,,1.0,1.0,0.0
ERR1034726,,0.0,0.0,1.0,,1.0,,,,,,0.0,0.0
ERR1034727,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
ERR1034728,,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0
ERR1034729,,0.0,0.0,0.0,,1.0,,,,,,0.0,1.0
ERR1034730,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034731,,0.0,0.0,0.0,,1.0,,,,,,0.0,1.0
ERR1034732,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
ERR1034733,,0.0,0.0,1.0,,1.0,,,,,,1.0,0.0
ERR1034734,,0.0,0.0,1.0,,1.0,,,,,1.0,1.0,0.0
ERR1034735,,0.0,0.0,1.0,,1.0,,,,,,1.0,1.0
ERR1034736,,0.0,0.0,1.0,,0.0,,,,,,0.0,0.0
ERR1034737,,0.0,0.0,1.0,,1.0,,,,,1.0,1.0,0.0
ERR1034738,,0.0,0.0,1.0,,1.0,,,,,,1.0,1.0
ERR1034739,,0.0,0.0,1.0,,1.0,,,,,,0.0,0.0
ERR1034740,,0.0,0.0,1.0,,0.0,,,,,,1.0,0.0
ERR1034742,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
ERR1034743,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
ERR1034744,,0.0,0.0,1.0,,0.0,,,,,,0.0,0.0
ERR1034745,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0
ERR1034746,,0.0,0.0,0.0,,0.0,,,,,,0.0,1.0
ERR1034747,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034748,,0.0,0.0,1.0,,1.0,,,,,1.0,0.0,0.0
ERR1034749,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034750,,0.0,0.0,0.0,,1.0,,,,,1.0,1.0,0.0
ERR1034751,,0.0,0.0,0.0,,1.0,,,,,,0.0,1.0
ERR1034752,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034753,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034754,,0.0,0.0,0.0,,1.0,,,,,1.0,1.0,1.0
ERR1034755,,0.0,0.0,0.0,,1.0,,,,,,1.0,0.0
ERR1034756,,0.0,0.0,1.0,,1.0,,,,,,0.0,0.0
ERR1034758,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034759,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034760,,0.0,0.0,0.0,,,,,,,,0.0,0.0
ERR1034761,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
ERR1034762,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
ERR1034763,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
ERR1034764,,0.0,0.0,1.0,,1.0,,,,,1.0,1.0,1.0
ERR1034765,,,,,,0.0,,,,,,0.0,
ERR1034766,,,,,,0.0,,,,,,0.0,
ERR1034767,,,,,,0.0,,,,,,0.0,
ERR1034768,,,,,,0.0,,,,,,0.0,
ERR1034772,,,,,,0.0,,,,,,0.0,
ERR1034777,,,,,,0.0,,,,,,0.0,
ERR1034781,,,,,,0.0,,,,,,0.0,
ERR1034783,,0.0,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,0.0
ERR1034784,,1.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034785,,1.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034786,,0.0,1.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,1.0
ERR1034787,,0.0,1.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034788,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,1.0
ERR1034789,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
ERR1034790,,0.0,,0.0,,1.0,,,,,,0.0,0.0
ERR1034792,,0.0,0.0,1.0,,0.0,,,,,0.0,0.0,1.0
ERR1034794,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034795,,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0
ERR1034796,,0.0,0.0,1.0,,0.0,,,,,,1.0,0.0
ERR1034797,,0.0,0.0,0.0,,0.0,,,,,,1.0,0.0
ERR1034798,,0.0,0.0,1.0,,1.0,,,,,1.0,1.0,0.0
ERR1034799,,0.0,0.0,0.0,,1.0,,,,,,0.0,0.0
ERR1034800,,,,,,0.0,,,,,0.0,0.0,
ERR1034801,,,,,,0.0,,,,,0.0,0.0,
ERR1034802,,,,,,1.0,,,,,1.0,0.0,
ERR1034811,0.0,0.0,,1.0,0.0,1.0,0.0,,0.0,,1.0,1.0,1.0
ERR1034813,0.0,1.0,,,1.0,,1.0,,1.0,,,,
ERR1034814,,,,1.0,,1.0,,,,,1.0,1.0,1.0
ERR1034815,,,,1.0,,1.0,,,,,1.0,1.0,0.0
ERR1034816,0.0,0.0,,,0.0,,0.0,,0.0,,,,
ERR1034817,0.0,0.0,,,1.0,,0.0,,0.0,,,,
ERR1034819,,,,0.0,,1.0,,,,,0.0,1.0,1.0
ERR1034820,0.0,0.0,,,0.0,,0.0,,0.0,,,,
ERR1034821,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,0.0
ERR1034822,0.0,1.0,,,1.0,,1.0,,1.0,,,,
ERR1034823,1.0,1.0,,,1.0,,1.0,,1.0,,,,
ERR1034824,0.0,0.0,,,0.0,,,,0.0,,,,
ERR1034825,0.0,0.0,,,1.0,,1.0,,1.0,,,,
ERR1034826,0.0,0.0,,1.0,1.0,1.0,,,0.0,,1.0,1.0,1.0
ERR1034827,0.0,0.0,,,1.0,,0.0,,0.0,,,,
ERR1034828,0.0,0.0,,,1.0,,0.0,,0.0,,,,
ERR1034829,0.0,0.0,,,1.0,,,,1.0,,,,
ERR1034830,0.0,0.0,,1.0,1.0,1.0,,,0.0,,0.0,0.0,1.0
ERR1034831,1.0,1.0,,,1.0,,1.0,,0.0,,,,
ERR1034832,0.0,0.0,,1.0,0.0,1.0,,,0.0,,1.0,1.0,1.0
ERR1034833,0.0,0.0,,,0.0,,,,0.0,,,,
ERR1034834,0.0,0.0,,,0.0,,0.0,,0.0,,,,
ERR1034835,1.0,1.0,,,1.0,,1.0,,0.0,,,,
ERR1034836,0.0,0.0,,,1.0,,0.0,,0.0,,,,
ERR1034837,0.0,0.0,,,1.0,,1.0,,1.0,,,,
ERR1034838,0.0,0.0,,0.0,1.0,1.0,,,0.0,,0.0,1.0,1.0
ERR1034839,,,,0.0,,1.0,1.0,,,,1.0,1.0,1.0
ERR1034840,0.0,0.0,,,0.0,,,,0.0,,,,
ERR1034841,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0,1.0
ERR1034842,0.0,0.0,,1.0,0.0,1.0,,,0.0,,1.0,1.0,1.0
ERR1034843,0.0,0.0,,,0.0,,,,0.0,,,,
ERR1034844,1.0,1.0,,,1.0,,,,0.0,,,,
ERR1034845,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0
ERR1034846,0.0,1.0,,,1.0,,1.0,,1.0,,,,
ERR1034848,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,,0.0,1.0,1.0
ERR1034849,0.0,0.0,,,0.0,,0.0,,0.0,,,,
ERR1034850,0.0,1.0,,,1.0,,1.0,,1.0,,,,
ERR1034851,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,,0.0,1.0
ERR1034852,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0
ERR1034854,0.0,0.0,,,1.0,,0.0,,0.0,,,,
ERR1034855,1.0,1.0,,,1.0,,1.0,,1.0,,,,
ERR1034856,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0,0.0
ERR1034857,0.0,0.0,,,1.0,,0.0,,0.0,,1.0,,
ERR1034858,0.0,0.0,,,1.0,1.0,0.0,,0.0,,,1.0,1.0
ERR1034859,0.0,0.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0
ERR1034861,1.0,0.0,,,0.0,1.0,1.0,,1.0,,1.0,1.0,1.0
ERR1034862,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,,1.0,1.0
ERR1034863,0.0,0.0,,,0.0,,0.0,,0.0,,,,
ERR1034864,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,1.0
ERR1034865,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,,0.0,1.0,1.0
ERR1034866,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0
ERR1034867,0.0,0.0,,0.0,1.0,1.0,1.0,,1.0,,,1.0,1.0
ERR1034868,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0
ERR1034869,,,,0.0,1.0,1.0,,,,,0.0,1.0,1.0
ERR1034870,0.0,0.0,,,1.0,,1.0,,1.0,,,,
